hanzi,pinyin
赦,she4
赧,nan3
赫,he4
赫,he4
赭,zhe3
走,zou3
赳,jiu1
赴,fu4
起,qi3
赸,shan4
趁,chen4
趁,chen4
趄,ju1
趄,qie4
超,chao1
越,yue4
越,yue4
趑,zi1
趔,lie4
赶,gan3
赵,zhao4
赵,zhao4
趟,tang1
趟,tang4
趣,qu4
趦,zi1
趋,qu1
趯,ti4
趯,yue4
趱,zan3
足,ju4
足,zu2
趴,pa1
趵,bao4
趺,fu1
趼,jian3
趾,zhi3
趿,ta1
跂,ji1
跂,qi2
跂,qi3
跂,qi4
跂,zhi1
跆,tai2
跋,ba2
跌,die1
跎,tuo2
跏,jia1
跑,pao2
跑,pao3
跖,zhi2
跗,fu1
跚,shan1
跛,bo3
距,ju4
跟,gen1
迹,ji4
跣,xian3
跤,jiao1
跺,duo4
跨,kua4
跪,gui4
跫,qiong2
跬,kui3
路,lu4
路,lu4
跳,tiao4
踩,cai3
跺,duo4
局,ju2
跽,ji4
胫,jing4
踅,chi4
踅,xue2
踉,liang2
踉,liang4
踊,yong3
踏,ta1
踏,ta4
践,jian4
踔,chuo1
踘,ju1
踝,huai2
踞,ju4
踟,chi2
踢,ti1
踣,bo2
踥,qie4
踩,cai3
踪,zong1
碰,peng4
踮,dian3
逾,yu2
踱,duo2
踊,yong3
踵,zhong3
踶,di4
踹,chuai4
踺,jian4
踽,ju3
蹀,die2
蹁,pian2
蹂,rou2
蹄,ti2
蹇,jian3
蹇,jian3
蹈,dao3
蹉,cuo1
蹊,qi1
蹊,xi1
蹋,ta4
跄,qiang1
跄,qiang4
蹄,ti2
暂,zan4
跸,bi4
蹙,cu4
蹚,tang1
迹,ji4
跖,zhi2
蹡,qiang1
蹒,pan2
踪,zong1
蹦,beng4
蹧,zao1
蹩,bie2
蹬,deng1
蹬,deng4
蹭,ceng4
蹯,fan2
蹲,dun1
蹴,cu4
蹴,cu4
蹶,jue2
蹶,jue3
跷,qiao1
跷,qiao1
蹼,pu3
躁,zao4
跶,da1
躅,zhu2
躇,chu2
趸,dun3
踌,chou2
跻,ji1
跃,yue4
躐,lie4
踯,zhi2
跞,li4
踬,zhi4
躔,chan2
蹰,chu2
跹,xian1
躞,xie4
蹑,nie4
蹿,cuan1
躜,zuan1
躏,lin4
身,shen1
躬,gong1
耽,dan1
躲,duo3
躬,gong1
裸,luo3
躺,tang3
躯,qu1
軃,duo3
车,che1
车,che1
车,ju1
轧,ya4
轧,ga2
轧,ya4
轧,zha2
轨,gui3
军,jun1
轩,xuan1
轩,xuan1
轫,ren4
轭,e4
软,ruan3
轷,hu1
轸,zhen3
轱,gu1
轴,zhou2
轴,zhou4
轵,zhi3
轺,yao2
轲,ke1
轲,ke3
轶,yi4
轼,shi4
輂,ju2
较,jiao4
辂,lu4
辁,quan2
载,zai3
载,zai4
轾,zhi4
辄,zhe2
挽,wan3
辅,fu3
轻,qing1
辄,zhe2
辆,liang4
辎,zi1
辉,hui1
辋,wang3
辍,chuo4
辊,gun3
辇,nian3
辈,bei4
轮,lun2
辌,liang2
软,ruan3
辑,ji2
辏,cou4
输,shu1
辐,fu2
辗,zhan3
舆,yu2
辒,wen1
毂,gu1
毂,gu3
辖,xia2
辕,yuan2
辘,lu4
转,zhuai3
转,zhuan3
转,zhuan4
辙,zhe2
轿,jiao4
辚,lin2
轗,kan3
轘,huan4
轰,hong1
辔,pei4
轹,li4
轳,lu2
辛,xin1
辛,xin1
辜,gu1
辜,gu1
辟,bi4
辟,pi4
罪,zui4
辣,la4
辣,la4
辞,ci2
办,ban4
辨,bian4
辞,ci2
辫,bian4
辩,bian4
辰,chen2
辱,ru3
农,nong2
农,nong2
农,nong2
辵,chuo4
辶,chuo4
迂,yu1
迄,qi4
迅,xun4
迎,ying2
近,jin4
迓,ya4
返,fan3
迕,wu3
迢,tiao2
迤,yi2
迤,yi3
迥,jiong3
迦,jia1
迨,dai4
迪,di2
迫,pai3
迫,po4
迭,die2
迮,ze2
述,shu4
回,hui2
迶,you4
迷,mi2
迸,beng4
迹,ji4
追,dui1
追,zhui1
退,tui4
送,song4
适,kuo4
逃,tao2
逄,pang2
逅,hou4
逆,ni4
迥,jiong3
逋,bu1
逍,xiao1
透,tou4
逐,zhu2
逑,qiu2
途,tu2
迳,jing4
逖,ti4
逗,dou4
这,zhe4
通,tong1
通,tong4
逛,guang4
逝,shi4
逞,cheng3
速,su4
造,zao4
逡,qun1
逢,feng2
连,lian2
连,lian2
回,hui2
奔,ben1
逭,huan4
逮,dai3
逮,dai4
逯,lu4
逯,lu4
周,zhou1
进,jin4
逵,kui2
逶,wei1
逸,yi4
逼,bi1
逾,yu2
遁,dun4
遂,sui2
遂,sui4
遄,chuan2
遇,yu4
遇,yu4
侦,zhen1
游,you2
运,yun4
遍,bian4
过,guo1
过,guo4
过,guo
遏,e4
遐,xia2
遑,huang2
遒,qiu2
道,dao4
达,da2
达,da2
违,wei2
遘,gou4
遥,yao2
遛,liu4
逊,xun4
递,di4
远,yuan3
远,yuan4
溯,su4
遢,ta1
遣,qian3
遨,ao2
适,shi4
适,shi4
遭,zao1
遮,zhe1
遁,dun4
迟,chi2
迟,chi2
遴,lin2
遴,lin2
遵,zun1
绕,rao4
迁,qian1
选,xuan3
遗,yi2
辽,liao2
辽,liao2
遽,ju4
避,bi4
邀,yao1
迈,mai4
邂,xie4
邃,sui4
还,huan2
还,hai2
还,huan2
迩,er3
邈,miao3
边,bian1
边,bian
邋,la1
逻,luo2
逦,li3
邑,yi4
邕,yong1
邕,yong1
邗,han2
邘,yu2
邘,yu2
邙,mang2
邛,qiong2
邠,bin1
邠,bin1
邡,fang1
邢,xing2
那,na1
那,nuo2
那,na3
那,na4
那,nuo2
邦,bang1
村,cun1
邨,cun1
邪,xie2
邯,han2
邰,tai2
邱,qiu1
邱,qiu1
邳,pi1
邳,pi1
邴,bing3
邴,bing3
邵,shao4
邶,bei4
邸,di3
邸,di3
邾,zhu1
邾,zhu1
郁,yu4
郁,yu4
郄,qie4
郄,xi4
郅,zhi4
郅,zhi4
郇,xun2
郊,jiao1
郊,jiao1
郎,lang2
郎,lang2
郗,chi1
郛,fu2
郜,gao4
郝,hao3
郏,jia2
郡,jun4
郢,ying3
郤,xi4
郤,xi4
部,bu4
郫,pi2
郭,guo1
郭,guo1
郯,tan2
郴,chen1
邮,you2
都,du1
都,dou1
都,du1
郾,yan3
鄂,e4
鄄,juan4
郓,yun4
乡,xiang1
鄋,sou1
邹,zou1
邬,wu1
郧,yun2
鄙,bi3
鄞,yin2
鄢,yan1
鄣,zhang1
鄦,xu3
鄦,xu3
邓,deng4
郑,zheng4
郑,zheng4
鄯,shan4
邻,lin2
鄱,po2
郸,dan1
邺,ye4
郐,kuai4
鄹,zou1
邝,kuang4
酃,ling2
酆,feng1
郦,li4
酉,you3
酊,ding1
酊,ding3
酋,qiu2
酌,zhuo2
配,pei4
酎,zhou4
酏,yi2
酐,gan1
酒,jiu3
酕,mao2
酖,dan1
酖,zhen4
酗,xu4
酚,fen1
酞,tai4
酡,tuo2
酢,cu4
酢,zuo4
酣,han1
酤,gu1
酥,su1
酬,chou2
酩,ming3
酪,lao4
酬,chou2
酮,tong2
酯,zhi3
酰,xian1
酲,cheng2
酴,tu2
酵,jiao4
酶,mei2
酷,ku4
酸,suan1
酹,lei4
腌,yan1
醄,tao2
醅,pei1
醇,chun2
醉,zui4
醋,cu4
醌,kun1
醍,ti2
醐,hu2
醑,xu3
醒,xing3
醇,chun2
醚,mi2
醛,quan2
丑,chou3
酝,yun4
醢,hai3
醣,tang2
醪,lao2
医,yi1
酱,jiang4
醭,bu2
醮,jiao4
醯,xi1
酦,fa1
酦,po1
醴,li3
醵,ju4
醺,xun1
酬,chou2
宴,yan4
酿,niang4
衅,xin4
酾,shi1
酽,yan4
釆,bian4
采,cai3
采,cai4
釉,you4
释,shi4
里,li3
里,li3
重,chong2
重,zhong4
野,ye3
量,liang2
量,liang4
厘,li2
厘,li2
金,jin1
金,jin1
钆,ga2
钇,yi3
钌,liao3
钌,liao4
钊,zhao1
钉,ding1
钉,ding4
钋,po1
釜,fu3
针,zhen1
钓,diao4
钐,shan1
钐,shan4
扣,kou4
钏,chuan4
钏,chuan4
钒,fan2
焊,han4
钗,chai1
钍,tu3
钕,nv3
钎,qian1
钯,ba3
钯,pa2
钫,fang1
钭,tou3
钭,tou3
鈆,yan2
铅,qian1
钚,bu4
钠,na4
钝,dun4
钩,gou1
钤,qian2
钣,ban3
钞,chao1
钮,niu3
钮,niu3
钧,jun1
钙,gai4
钬,huo3
钛,tai4
钪,kang4
鈬,duo2
鈬,duo2
铌,ni2
铈,shi4
钶,ke1
铃,ling2
钴,gu3
钹,bo2
铍,pi2
钰,yu4
钸,bu1
钸,bu4
铀,you2
钿,dian4
钿,tian2
钾,jia3
鉄,tie3
鉄,zhi4
钜,ju4
铊,ta1
铉,xuan4
铋,bi4
铂,bo2
钷,po3
钳,qian2
铆,mao3
铅,qian1
钺,yue4
钵,bo1
钩,gou1
钲,zheng1
钼,mu4
钽,tan3
铰,jiao3
铒,er3
铬,ge4
鉾,mou2
铪,ha1
银,yin2
铳,chong4
铜,tong2
銎,qiong1
铣,xi3
铣,xian3
铨,quan2
铢,zhu1
铭,ming2
铫,yao2
铫,diao4
铫,yao2
衔,xian2
铑,lao3
铷,ru2
铱,yi1
铟,yin1
铵,an3
铥,diu1
铕,you3
铯,se4
铐,kao4
铞,diao4
焊,han4
锐,rui4
销,xiao1
锈,xiu4
锑,ti1
锉,cuo4
汞,gong3
銾,hong4
铝,lv3
锒,lang2
锌,xin1
钡,bei4
鋈,wu4
铤,ding4
铤,ting3
铗,jia2
锋,feng1
锊,lve4
锓,qin2
铘,ye2
锄,chu2
锃,zeng4
锔,ju1
锔,ju2
锇,e2
铓,mang2
铺,pu1
铺,pu4
铖,cheng2
锆,gao4
锂,li3
铽,te4
锯,ju1
锯,ju4
鉴,jian4
钢,gang1
锞,ke4
录,lu4
录,lu4
锖,qiang1
锫,pei2
锩,juan4
锥,zhui1
锕,a1
锟,kun1
锤,chui2
锱,zi1
铮,zheng1
锛,ben1
锬,tan2
锭,ding4
钱,qian2
钱,qian2
锦,jin3
锚,mao2
锡,xi1
锢,gu4
错,cuo4
错,cuo4
録,lu4
锰,meng3
表,biao3
铼,lai2
锝,de2
锨,xian1
锪,huo1
钔,men2
锴,kai3
炼,lian4
锅,guo1
镀,du4
锷,e4
铡,zha2
锻,duan4
锸,cha1
锲,qie4
锘,nuo4
鍪,mou2
锹,qiao1
锹,qiao1
锾,huan2
鉴,jian4
键,jian4
锶,si1
锗,zhe3
针,zhen1
钟,zhong1
钟,zhong1
镁,mei3
锿,ai1
镅,mei2
镑,bang4
镰,lian2
鎏,liu2
镕,rong2
锁,suo3
枪,qiang1
镉,ge2
锤,chui2
镈,bo2
钨,wu1
蓥,ying2
镏,liu2
铠,kai3
铩,sha1
锼,sou1
镐,gao3
镐,hao4
镇,zhen4
镒,yi4
镍,nie4
镓,jia1
锁,suo3
镎,na2
镞,zu2
镟,xuan4
链,lian4
鏊,ao4
镆,mo4
镝,di1
镝,di2
鏖,ao2
铿,keng1
锵,qiang1
镗,tang1
镘,man4
镛,yong1
铲,chan3
镜,jing4
镖,biao1
镂,lou4
錾,zan4
镚,beng4
铧,hua2
镤,pu2
镪,qiang1
镪,qiang3
锈,xiu4
铙,nao2
镣,liao4
铹,lao2
镦,dun1
镡,tan2
镡,xin2
钟,zhong1
镫,deng4
镢,jue2
镨,pu3
锎,kai1
锏,jian3
镄,fei4
镌,juan1
镰,lian2
镯,zhuo2
镭,lei2
铁,tie3
铁,tie3
铎,duo2
铎,duo2
铛,cheng1
铛,dang1
鐾,bei4
镱,yi4
铸,zhu4
镬,huo4
镔,bin1
鉴,jian4
鉴,jian4
镲,cha3
钻,zuan4
矿,kuang4
镴,la4
铄,shuo4
鑢,lv4
鑢,lv4
镳,biao1
刨,bao4
镥,lu3
炉,lu2
鑫,xin1
镧,lan2
钥,yue4
镶,xiang1
罐,guan4
镊,nie4
镩,cuan1
锣,luo2
钻,zuan1
钻,zuan4
銮,luan2
凿,zao2
锺,zhong1
长,chang2
长,zhang3
镸,chang2
门,men2
门,men2
闩,shuan1
闪,shan3
闪,shan3
闫,yan2
闭,bi4
开,kai1
闶,kang1
闳,hong2
闳,hong2
闰,run4
闲,xian2
閒,jian1
閒,jian4
闲,xian2
间,jian1
间,jian4
闵,min3
闵,min3
闸,zha2
闹,nao4
阂,he2
阁,ge2
合,he2
阀,fa2
閦,chu4
哄,hong4
闺,gui1
闽,min3
阃,kun3
阆,lang2
阆,lang4
闾,lv2
阅,yue4
阊,chang1
阉,yan1
阎,yan2
阎,yan2
阏,e4
阏,yan1
阍,hun1
阈,yu4
阌,wen2
阒,qu4
板,ban3
板,pan4
暗,an4
闱,wei2
阔,kuo4
阕,que4
阑,lan2
阇,du1
阇,she2
阗,tian2
阖,he2
阙,que1
阙,que1
阙,que4
闯,chuang3
窥,kui1
关,guan1
关,guan1
阚,kan4
阚,kan4
阐,chan3
辟,pi4
闼,ta4
阜,fu4
阞,le4
阡,qian1
阢,wu4
阪,ban3
坑,keng1
阮,ruan3
阮,ruan3
址,zhi3
阱,jing3
防,fang2
阻,zu3
阼,zuo4
阽,dian4
阿,a1
阿,a1
阿,e1
陀,tuo2
陂,bei1
陂,po1
附,fu4
陋,lou4
陌,mo4
降,jiang4
降,xiang2
陏,sui2
限,xian4
陔,gai1
峭,qiao4
陉,xing2
陛,bi4
陜,xia2
陕,shan3
升,sheng1
陟,zhi4
陡,dou3
院,yuan4
阵,zhen4
除,chu2
陪,pei2
陬,zou1
阴,yin1
阴,yin1
陲,chui2
陈,chen2
陈,chen2
陴,pi2
陵,ling2
陶,tao2
陶,tao2
陷,xian4
陆,lu4
陆,liu4
陆,lu4
堙,yin1
阳,yang2
狭,xia2
阴,yin1
堤,di1
隅,yu2
隆,long2
隆,long1
隆,long2
隈,wei1
陧,nie4
队,dui4
隋,sui2
隍,huang2
阶,jie1
隔,ge2
陨,yun3
坞,wu4
隗,kui2
隗,wei3
隗,wei3
隘,ai4
隙,xi4
际,ji4
障,zhang4
邻,lin2
隧,sui4
随,sui2
随,sui2
险,xian3
隰,xi2
隰,xi2
隐,yin3
隐,yin4
隳,hui1
陇,long3
隶,li4
隶,li4
隹,zhui1
只,zhi1
隼,sun3
雀,qiao1
雀,que4
雁,yan4
雄,xiong2
雅,ya3
集,ji2
雇,gu4
雈,huan2
雉,zhi4
隽,juan4
隽,juan4
隽,jun4
雌,ci2
雍,yong1
雍,yong1
雎,ju1
雒,luo4
雕,diao1
虽,sui1
双,shuang1
双,shuang1
雚,guan4
雚,huan2
雏,chu2
杂,za2
雍,yong1
鸡,ji1
离,li2
离,li2
难,nan2
难,nan4
雨,yu3
雨,yu4
雩,yu2
雪,xue3
雪,xue3
雯,wen2
云,yun2
云,yun2
零,ling2
雷,lei2
雷,lei2
雹,bao2
电,dian4
需,xu1
霂,mu4
霄,xiao1
霅,zha2
霅,zha2
霆,ting2
震,zhen4
霈,pei4
霉,mei2
霍,huo4
霍,huo4
霎,sha4
霏,fei1
沾,zhan1
霓,ni2
霖,lin2
霜,shuang1
霝,ling2
霞,xia2
霡,mai4
霢,mai4
雾,wu4
霪,yin2
霰,xian4
露,lu4
露,lou4
露,lu4
霸,ba4
霹,pi1
霁,ji4
霾,mai2
雳,li4
霭,ai3
灵,ling2
靑,qing1
青,qing1
青,qing1
靖,jing4
靖,jing4
靓,jing4
靓,liang4
靛,dian4
静,jing4
非,fei1
非,fei1
靠,kao4
靡,mi2
靡,mi3
面,mian4
腼,mian3
靥,ye4
革,ge2
韧,ren4
韧,ren4
靳,jin4
靳,jin4
靴,xue1
靶,ba3
靼,da2
鼗,tao2
鞅,yang1
鞅,yang4
鞋,xie2
鞍,an1
鞍,an1
巩,gong3
巩,gong3
鞘,qiao4
鞠,ju1
鞠,ju1
鞣,rou2
秋,qiu1
鞫,ju1
鞭,bian1
鞮,di1
鞮,di1
鞲,gou1
鞴,bei4
鞋,xie2
鞒,qiao2
靴,xue1
缰,jiang1
鞑,da2
千,qian1
袜,wa4
鞯,jian1
韦,wei2
韦,wei2
韧,ren4
韩,han2
韪,wei3
韬,tao1
韫,yun4
袜,wa4
韭,jiu3
韭,jiu3
韱,xian1
音,yin1
韶,shao2
韶,shao2
韵,yun4
响,xiang3
页,xie2
页,ye4
顶,ding3
顷,qing1
顷,qing3
项,xiang4
项,xiang4
顺,shun4
顸,han1
须,xu1
顼,xu1
顼,xu1
颂,song4
颀,qi2
颃,hang2
预,yu4
顽,wan2
颁,ban1
顿,dun4
颇,po1
颇,po1
领,ling3
颌,he2
额,e2
颉,xie2
颉,jie2
颉,xie2
颐,yi2
颏,ke1
颏,ke2
头,tou2
头,tou
颊,jia2
颔,han4
颈,geng3
颈,jing3
颓,tui2
频,pin2
赖,lai4
颓,tui2
颗,ke1
悴,cui4
腮,sai1
题,ti2
题,ti2
额,e2
颚,e4
颜,yan2
颜,yan2
颛,zhuan1
颛,zhuan1
颜,yan2
愿,yuan4
颡,sang3
颠,dian1
类,lei4
颟,man1
颢,hao4
憔,qiao2
顾,gu4
顾,gu4
颤,chan4
颥,ru2
显,xian3
颦,pin2
颅,lu2
颞,nie4
颧,quan2
风,feng1
飐,zhan3
飑,biao1
飒,sa4
台,tai2
刮,gua1
飓,ju4
飖,yao2
飕,sou1
帆,fan1
飘,piao1
飘,piao1
飙,biao1
飚,biao1
飞,fei1
翻,fan1
食,shi2
食,si4
饣,shi2
饥,ji1
饲,si4
飧,sun1
饨,tun2
饪,ren4
饫,yu4
飬,juan4
飬,yang3
饬,chi4
饭,fan4
飧,sun1
饮,yin3
饮,yin4
饴,yi2
饲,si4
饱,bao3
饰,shi4
饪,ren4
饺,jiao3
饸,he2
饼,bing3
饷,xiang3
养,yang3
饵,er3
饹,ge1
饹,le
餐,can1
饽,bo1
馁,nei3
饿,e4
哺,bu1
馂,jun4
余,yu2
馀,yu2
馀,yu2
肴,yao2
馄,hun2
饯,jian4
馅,xian4
喂,wei4
馆,guan3
糊,hu2
餮,tie4
糇,hou2
饧,xing2
喂,wei4
馇,cha1
馇,zha
糖,tang2
糕,gao1
饩,xi4
馈,kui4
馏,liu2
馏,liu4
馊,sou1
馍,mo2
馒,man2
馐,xiu1
馑,jin3
馓,san3
馈,kui4
馔,zhuan4
膳,shan4
饥,ji1
饶,rao2
饶,rao2
饔,yong1
饕,tao1
飨,xiang3
餍,yan4
馍,mo2
馋,chan2
饷,xiang3
馕,nang2
馕,nang3
首,shou3
馗,kui2
馘,guo2
香,xiang1
馥,fu4
馨,xin1
马,ma3
马,ma3
驭,yu4
冯,feng2
冯,ping2
驮,duo4
驮,tuo2
驰,chi2
驯,xun4
驴,lv2
驳,bo2
驱,qu1
驻,zhu4
驽,nu2
驹,ju1
驵,zang3
驾,jia4
驾,jia4
骀,tai2
驸,fu4
驶,shi3
驼,tuo2
驼,tuo2
驷,si4
骂,ma4
骈,pian2
骈,pian2
骇,hai4
驳,bo2
骆,luo4
骆,luo4
骏,jun4
骋,cheng3
骓,zhui1
骓,zhui1
骒,ke4
骑,ji4
骑,qi2
骐,qi2
验,yan4
骛,wu4
骗,pian4
鬃,zong1
骞,qian1
骘,zhi4
骝,liu2
腾,teng2
驺,zou1
驺,zou1
骚,sao1
骟,shan4
骡,luo2
蓦,mo4
骜,ao4
骖,can1
骠,piao4
骢,cong1
驱,qu1
骅,hua2
骕,su4
骁,xiao1
骣,chan3
骄,jiao1
验,yan4
骡,luo2
惊,jing1
驿,yi4
骤,zhou4
驴,lv2
骧,xiang1
骥,ji4
骦,shuang1
欢,huan1
骊,li2
骨,gu3
肮,ang1
骰,tou2
骱,xie4
骶,di3
骷,ku1
骸,hai2
骺,hou2
骼,ge2
腿,tui3
鲠,geng3
髀,bi4
髁,ke1
髂,qia4
膀,bang3
髅,lou2
髑,du2
脏,zang1
髓,sui3
体,ti3
髌,bin4
髋,kuan1
高,gao1
高,gao1
髟,biao1
髡,kun1
髯,ran2
髦,mao2
髫,tiao2
髭,zi1
发,fa4
髯,ran2
佛,fu2
髹,xiu1
髻,ji4
剃,ti4
鬃,zong1
鬄,di2
鬄,ti4
松,song1
鬈,quan2
鬃,zong1
胡,hu2
鬏,jiu1
鬒,zhen3
须,xu1
鬟,huan2
鬓,bin4
鬣,lie4
斗,dou4
斗,dou4
闹,nao4
哄,hong4
阋,xi4
斗,dou4
斗,dou4
阄,jiu1
鬯,chang4
郁,yu4
郁,yu4
郁,yu4
鬲,ge2
鬲,ge2
鬲,li4
鬻,yu4
鬼,gui3
魁,kui2
魂,hun2
魃,ba2
魄,po4
魅,mei4
魆,xu1
魈,xiao1
魍,wang3
魉,liang3
魏,wei4
魏,wei4
魑,chi1
魔,mo2
魖,xu1
魇,yan3
鱼,yu2
鱼,yu2
魠,tuo1
鲁,lu3
鲁,lu3
鲂,fang2
鱿,you2
鲅,ba4
鲆,ping2
鲧,gun3
鲇,nian2
鲐,tai2
鲍,bao4
鲍,bao4
鲋,fu4
鲒,jie2
鲕,er2
鮨,qi2
鲔,wei3
鲛,jiao1
鲑,gui1
鲜,xian1
鲜,xian3
鲧,gun3
鲠,geng3
鲩,huan4
鲤,li3
鲨,sha1
鲻,zi1
鲯,qi2
鲭,qing1
鲭,zheng1
鲞,xiang3
鲷,diao1
鲴,gu4
鲱,fei1
鲵,ni2
鲲,kun1
鲳,chang1
鲸,jing1
鲮,ling2
鲰,zou1
鲰,zou1
鲶,nian2
鳀,ti2
鲫,ji4
鳊,bian1
鲗,zei2
鲽,die2
鳇,huang2
鳅,qiu1
鳄,e4
鳆,fu4
鳃,sai1
鳑,pang2
鲥,shi2
鳏,guan1
鳎,ta3
鳐,yao2
鳍,qi2
鲢,lian2
鳌,ao2
鳓,le4
鳘,min3
鲦,tiao2
鲣,jian1
鳗,man2
鳔,biao4
鱄,zhuan1
鱄,zhuan1
鳙,yong1
鳕,xue3
鳖,bie1
鳟,zun1
鳝,shan4
鳝,shan4
鳜,gui4
鳞,lin2
鲟,xun2
鲼,fen4
鲎,hou4
鲙,kuai4
鳣,shan4
鳣,zhan1
鱥,gui4
鳢,li3
鲚,ji4
鳄,e4
鲈,lu2
鲡,li2
鲜,xian1
鲜,xian3
鸟,diao3
鸟,niao3
凫,fu2
鸠,jiu1
凫,fu2
凤,feng4
凤,feng4
鸣,ming2
鸢,yuan1
鴂,jue2
鸩,zhen4
鸨,bao3
雁,yan4
鸦,ya1
鸰,ling2
鴔,fu2
鸵,tuo2
鸳,yuan1
鸲,qu2
鸮,xiao1
鸱,chi1
鸪,gu1
鸯,yang1
鸭,ya1
鸸,er2
鸹,gua1
鸻,heng2
鸿,hong2
鸽,ge1
鸺,xiu1
鹃,juan1
鹆,yu4
鹁,bo2
鹈,ti2
鹅,e2
鹅,e2
鹄,gu3
鹄,hu2
鹉,wu3
鹌,an1
鹏,peng2
鹎,bei1
雕,diao1
鹊,que4
鸦,ya1
鹍,kun1
鸫,dong1
鹑,chun2
鹒,geng1
鹋,miao2
鹙,qiu1
鹕,hu2
鹗,e4
鹛,mei2
鹜,wu4
鸧,cang1
莺,ying1
鹤,he4
鹠,liu2
鹡,ji2
鹘,hu2
鹣,jian1
鹚,ci2
鹚,ci2
鹞,yao4
鷄,ji1
鹧,zhe4
鸥,ou1
鸷,zhi4
鹨,liu4
鸶,si1
鹪,jiao1
鹔,su4
鹩,liao2
燕,yan4
鹫,jiu4
鹇,xian2
鹇,xian2
鹬,yu4
鹰,ying1
鹭,lu4
鹱,hu4
莺,ying1
鸬,lu2
鹴,shuang1
鹦,ying1
鹳,guan4
鹂,li2
鸾,luan2
卤,lu3
咸,xian2
鹾,cuo2
碱,jian3
碱,jian3
盐,yan2
鹿,lu4
麂,ji3
麃,biao1
麃,pao2
麇,jun1
麇,qun2
麈,zhu3
麋,mi2
麋,mi2
麟,lin2
麒,qi2
麓,lu4
丽,li2
丽,li4
麝,she4
獐,zhang1
麟,lin2
粗,cu1
麦,mai4
麦,mai4
麸,fu1
面,mian4
曲,qu1
麯,qu1
曲,qu1
麴,qu1
面,mian4
麻,ma2
麻,ma2
么,ma2
么,ma
么,me
麽,mo2
么,me
麾,hui1
麿,mo3
黄,huang2
黄,huang2
黉,hong2
黍,shu3
黎,li2
黎,li2
黏,nian2
黑,hei1
黑,hei1
黔,qian2
默,mo4
黛,dai4
黜,chu4
黝,you3
点,dian3
黟,yi1
黠,xia2
黢,qu1
黥,qing2
黥,qing2
黧,li2
党,dang3
党,dang3
黯,an4
黪,can3
霉,mei2
黩,du2
黹,zhi3
黻,fu2
黼,fu3
黾,meng3
黾,min3
鼋,yuan2
鼂,chao2
鼂,chao2
蛙,wa1
鳌,ao2
鳖,bie1
鼍,tuo2
鼎,ding3
鼐,nai4
鼓,gu3
冬,dong1
冬,dong1
鼗,tao2
鼙,pi2
鼠,shu3
鼢,fen2
鼩,qu2
鼬,you4
鼯,wu2
鼱,jing1
鼹,yan3
鼷,xi1
鼻,bi2
鼽,qiu2
鼾,han1
齐,qi2
齐,qi2
斋,zhai1
齌,ji4
赍,ji1
齑,ji1
齿,chi3
龀,chen4
龅,bao1
龇,zi1
龃,ju3
龆,tiao2
龄,ling2
出,chu1
龈,ken3
龈,yin2
齧,nie4
齧,nie4
咬,yao3
龊,chuo4
龉,yu3
齱,zou1
龋,qu3
齵,yu2
腭,e4
龌,wo4
龙,long2
龙,long2
庞,pang2
庞,pang2
龚,gong1
龛,kan1
龟,gui1
龟,jun1
龟,qiu1
龠,yue4
和,he2
龥,yu4
